respondent_id,xyz_vaccine,seasonal_vaccine
26754,0.13507439316853637,0.5970925743925308
26755,0.08892160588379003,0.3742487883716005
26756,0.01799591262385388,0.03348194869576574
26757,0.4465381321900811,0.5631550638384465
26758,0.6801184693828594,0.875317743460509
26759,0.03846820096202054,0.21692326958222227
26760,0.013866977095033234,0.02749584533318517
26761,0.16133388337708368,0.6152833078686591
26762,0.13694639804157502,0.8129869256308373
26763,0.8975382504901128,0.966812167525588
26764,0.9322649393539676,0.9649002194102836
26765,0.029646641170316665,0.6862149358660065
26766,0.11570884989327448,0.20327620785554354
26767,0.7852572287859637,0.7214736707545009
26768,0.010956389812446473,0.4353116664213374
26769,0.12532378290436094,0.17367970426245938
26770,0.1013551653002459,0.5423955070967567
26771,0.06489050918866694,0.21726836962328672
26772,0.0525419060113155,0.4512963226901318
26773,0.013804516149243147,0.4634448376404323
26774,0.02563045967692238,0.5538920050163915
26775,0.06448425345486877,0.48367705399493177
26776,0.3546904059016724,0.3021029662047344
26777,0.1118417312210038,0.937865406891494
26778,0.128050694337321,0.08204708800182545
26779,0.11224481601287233,0.5352537629604873
26780,0.11458913668809384,0.9638314102357184
26781,0.03770438058840892,0.4924499095617122
26782,0.03640092530523382,0.27833998865819687
26783,0.06715213919359406,0.34561051272815796
26784,0.4114097014822512,0.8722939310390124
26785,0.3742695588206751,0.5901253843012321
26786,0.08318446839766273,0.30549032048630853
26787,0.0953187836342739,0.4873765669905857
26788,0.09536118881819501,0.9072600491795002
26789,0.010522259158631616,0.2246207324246241
26790,0.05426445406249686,0.28707975961960147
26791,0.08988127752733828,0.12902651708440951
26792,0.18922125515538105,0.753429323127995
26793,0.1395051101276779,0.9089985265712339
26794,0.7975980757582647,0.8978431414138136
26795,0.04752499257669881,0.9598914042842195
26796,0.07941990096303392,0.05761452046090826
26797,0.11536226428115164,0.6326306983732473
26798,0.21350660018253872,0.1854975449138757
26799,0.2641419447935123,0.21178728173141131
26800,0.03414533830594668,0.92430209510739
26801,0.2639967459091077,0.395769145038151
26802,0.07365722232583818,0.16325366054559665
26803,0.06089260698840189,0.1760188451420324
26804,0.08092256542499236,0.12087455743698305
26805,0.093886307070329,0.22049602895303458
26806,0.0777014838779367,0.9178031775666565
26807,0.6956546509873193,0.9551529776185922
26808,0.295389975140707,0.5853030096377511
26809,0.6954016615571438,0.1310490504535341
26810,0.03672235984455357,0.09970272254983872
26811,0.04028865147769236,0.05261693091498764
26812,0.19021780787574413,0.6445171528206475
26813,0.3372042458609964,0.32562333755349526
26814,0.030049349560345766,0.5064285100589189
26815,0.042717900015366454,0.08736295911546271
26816,0.04284214641619158,0.19722091778987214
26817,0.16313773419701535,0.7615695075808929
26818,0.060003064891509986,0.31996693298342904
26819,0.38675460990868504,0.40988412331368884
26820,0.0731543071237741,0.25398932983768396
26821,0.08206671265218864,0.5840708780560977
26822,0.2800573189305489,0.6074949705445108
26823,0.4326478852948086,0.5560112711662437
26824,0.03923108317800787,0.7038566712002078
26825,0.3736592444746056,0.693466458381094
26826,0.08926939706788756,0.7625417705418636
26827,0.029962265039968794,0.08450542983882124
26828,0.16461901518552857,0.6912393129055543
26829,0.6106219680995002,0.9302187356746909
26830,0.07727867774196254,0.7796695183807546
26831,0.2311679412311111,0.8515935042226525
26832,0.14352671465043973,0.8558299028515155
26833,0.003974867150774461,0.2662791735517113
26834,0.08135591371928279,0.42831376207433736
26835,0.3702600871543562,0.8977719626857058
26836,0.13912031379440573,0.649637996632148
26837,0.02743688607417572,0.010730562263137317
26838,0.10527055379978824,0.47951175913465177
26839,0.15271899206399195,0.49194414187701585
26840,0.09236546345049104,0.14042841149350743
26841,0.36600553983789375,0.7927860264158015
26842,0.07680964424783954,0.2033812758684337
26843,0.033568564061620794,0.015449776366390845
26844,0.07326121017632298,0.5707141176427502
26845,0.04531634133711855,0.6782668434722351
26846,0.06351282844700779,0.7585402227329635
26847,0.3139105354435928,0.13635268851335106
26848,0.03774352936897282,0.6520192263760771
26849,0.10591410208925038,0.49644295638564556
26850,0.4792606787594548,0.5866482036364086
26851,0.031532676995960025,0.06824558916413524
26852,0.03748660734482593,0.0725190181764148
26853,0.549616966567979,0.5969584563122173
26854,0.013629008173467554,0.07020596789722534
26855,0.5746464506447602,0.8597015665527348
26856,0.09869683319206603,0.02877922974429002
26857,0.44866189530764994,0.16672557354184986
26858,0.13274156217168384,0.6345364058024242
26859,0.06599491949941362,0.09461735488275946
26860,0.13026572471789577,0.08661377092570602
26861,0.1060075753811044,0.07808137581262733
26862,0.10951723645960924,0.23908076015434368
26863,0.21718065347572002,0.4372033088276477
26864,0.4821988084774836,0.36222626971112787
26865,0.012398888706290806,0.04252488693182633
26866,0.23234814420612135,0.6775254885130143
26867,0.12413141968086022,0.18898884450572281
26868,0.791823009244142,0.9366115389000392
26869,0.1010369445261986,0.3045682745692621
26870,0.6282560659846327,0.8719575480863404
26871,0.06692700670620635,0.04912345089362333
26872,0.04546628575023607,0.25969390526284425
26873,0.11835166269211896,0.8477373667464841
26874,0.04575318389094095,0.09378337155071423
26875,0.6751347602290413,0.9064838844855154
26876,0.042466094023240655,0.04788668306569638
26877,0.04144538992780015,0.10016382974640502
26878,0.1595805365496634,0.14875111757032078
26879,0.009609755744645487,0.01778644270958617
26880,0.035635454197185314,0.0808993614219298
26881,0.02314065928027627,0.07771964331374787
26882,0.017455006593970538,0.07645160333087628
26883,0.05176692348528364,0.23994460973382126
26884,0.0719431817390569,0.1852629368668683
26885,0.1997097825494771,0.800114191245396
26886,0.10187535574722292,0.7835802197698265
26887,0.6463492172137251,0.8959524097226388
26888,0.8748600985648045,0.9412172689962719
26889,0.04079232298836585,0.1564267782038353
26890,0.0776532567796169,0.3123005923582517
26891,0.2918390093295826,0.5220848384321548
26892,0.11246739360581308,0.8305093378738457
26893,0.05033686702808336,0.22493793177334573
26894,0.19492282565301974,0.2999970684374873
26895,0.07449098159944186,0.8462113008264002
26896,0.053991700072909835,0.0785901212349231
26897,0.052062300644468366,0.37176121899376
26898,0.24611950728994397,0.6904123356602219
26899,0.0534837862679802,0.04971467973583094
26900,0.15182589225331597,0.28241838475279085
26901,0.005241698067369858,0.2046876429232974
26902,0.33445618349355977,0.9486777505036332
26903,0.09570129036123458,0.034551654108554555
26904,0.04298836482327473,0.32946101209935164
26905,0.3615636561707854,0.8017369625749223
26906,0.06066422691325327,0.34821700490072127
26907,0.009836822966735425,0.5758088925500449
26908,0.1429609404171149,0.7346204690404295
26909,0.04959603492511172,0.27870871015926085
26910,0.08715539952809784,0.20012959882393277
26911,0.038962978165562615,0.05804732263921266
26912,0.4697005527924103,0.930913030073223
26913,0.7456562162203092,0.8816602146466089
26914,0.06531324969554136,0.11848387175607213
26915,0.13130382770487978,0.7013915123381644
26916,0.06754216558645462,0.377626628856999
26917,0.003685519247034983,0.0071499782156237935
26918,0.7674414252926288,0.9234557125068248
26919,0.31200832517861904,0.6084357716675302
26920,0.019114450068397966,0.1397971958675476
26921,0.12731299599578605,0.8658375812802162
26922,0.05819450158989,0.6688865926720766
26923,0.10907210006402486,0.5389972090842688
26924,0.653336641708138,0.8895715923116222
26925,0.11137715163975488,0.5990731973026079
26926,0.5820468692005469,0.41686521145598193
26927,0.3604669671310834,0.6659770920332423
26928,0.057531682159577935,0.5297291057241308
26929,0.12590602223405867,0.20548575927858925
26930,0.6799874488572493,0.9041372217055538
26931,0.09892473616730352,0.2968545306156719
26932,0.06146056051517287,0.8793775551064392
26933,0.10045632276373705,0.7536978700654509
26934,0.4872740214067383,0.667606594794345
26935,0.15697284465108383,0.43613533542550437
26936,0.4184530525714638,0.1577961798659805
26937,0.2992407871298558,0.7569893553105974
26938,0.0814461554403535,0.06026054036124306
26939,0.05342420949500371,0.04920874200061141
26940,0.054796037691662906,0.11290055255141919
26941,0.04938578325477601,0.4581364399183446
26942,0.6002995092002178,0.7711200925077943
26943,0.1452306919235639,0.6199468184484805
26944,0.07034917069631579,0.1609418572071428
26945,0.12160819610689917,0.602484653777851
26946,0.15739811471633317,0.7443284961110043
26947,0.17539262095534194,0.6147808727585647
26948,0.013525717829158507,0.0514276439193302
26949,0.02034738174753526,0.044409710893378966
26950,0.0390695199006382,0.5195883863493164
26951,0.07462609491092652,0.336688624955151
26952,0.8400773405799116,0.9410535134947006
26953,0.7987353012764995,0.9762878090725697
26954,0.047314854918462275,0.16453744021654315
26955,0.17308734632094985,0.6073834853767829
26956,0.111654869465439,0.258806213747277
26957,0.026623206103741234,0.9063807271243249
26958,0.3043506651123595,0.7586120337323121
26959,0.03030720178980747,0.23666113299120145
26960,0.041233870390176834,0.05990220118082152
26961,0.21676943072944982,0.5600344457583638
26962,0.18567294189019415,0.920336512093272
26963,0.14870382987159952,0.3005341091209134
26964,0.09000501627976874,0.22568655086508088
26965,0.8207432252237641,0.9447589098756903
26966,0.013397129680308957,0.02972342389491004
26967,0.157289092997102,0.435265766767844
26968,0.040498022778082926,0.8150123449459903
26969,0.03387318814854957,0.18809076470186656
26970,0.6717428387104079,0.3533119144548535
26971,0.10058929560256462,0.30900813059421717
26972,0.005525134497933131,0.021605591164221467
26973,0.050983228139133606,0.12646718880671778
26974,0.08726490303206934,0.32454841954710983
26975,0.07107131802013064,0.6336413411651861
26976,0.8841597873375902,0.5543613793504417
26977,0.05276691805355335,0.3100849522520269
26978,0.016613156128553717,0.8113229067216661
26979,0.2640657270392874,0.6601761372264617
26980,0.04477445970194263,0.0727307940246179
26981,0.045371729977924366,0.26143884376661886
26982,0.7138311682884765,0.8638382854732168
26983,0.17255509192121343,0.612372762163773
26984,0.08040273794048501,0.17329917835707462
26985,0.01956978403841475,0.0857890886750176
26986,0.1757189649388845,0.6501019174912169
26987,0.06447370168550161,0.1778836130861502
26988,0.03344291763237459,0.10355128025274275
26989,0.3084094630698976,0.7231358362241253
26990,0.01251532529260181,0.05893930573179549
26991,0.2559451454992891,0.5237884969907889
26992,0.29530784696463946,0.43517072090102116
26993,0.14760265888602958,0.8609767544581565
26994,0.16858077230342688,0.466285202293481
26995,0.17665321321143213,0.4539285601593777
26996,0.15338338566332627,0.24519506818102813
26997,0.01690440481367878,0.06518210218762588
26998,0.04314158875394182,0.048321078606320414
26999,0.48419981254925615,0.5594080544098776
27000,0.12300267535432444,0.40332473872052277
27001,0.040252862897179977,0.7923312068232046
27002,0.007568504372771002,0.17924977719504753
27003,0.022143148688948806,0.05235809178025845
27004,0.09730944498904502,0.2817969124731764
27005,0.3485401321977925,0.7674613179398596
27006,0.7834883447813068,0.9253409890759081
27007,0.059121842117362405,0.11981509543638838
27008,0.05135919582878785,0.05499714882620407
27009,0.052706374410554126,0.2655481955588887
27010,0.05084868963656958,0.13981030107102305
27011,0.10798151646065275,0.15601387560945892
27012,0.2653927472314105,0.6406111537891798
27013,0.10605999488817913,0.4221890857684129
27014,0.014909413441717338,0.19081983466626132
27015,0.06972918244022086,0.18806833049536298
27016,0.1614869693207354,0.3170396895507367
27017,0.47937941503558473,0.7017568888489355
27018,0.08732358199721545,0.2998749335449692
27019,0.9009419813881369,0.961747675343157
27020,0.19844026252557914,0.23242986190207376
27021,0.11406291820801977,0.5504288809308842
27022,0.18574994963377855,0.17557817020313654
27023,0.13964171382798637,0.16396374372058045
27024,0.11852897727265986,0.2683562334852461
27025,0.048870743068008426,0.019063130351637616
27026,0.05533392042135674,0.30374783781997305
27027,0.09779568983762381,0.7561737339148599
27028,0.3886167877684607,0.8847586135371649
27029,0.11678981406615403,0.33522866321336175
27030,0.14339923918416994,0.2381962162674121
27031,0.234060227496096,0.8243581386232348
27032,0.16641343904182473,0.47253448608062726
27033,0.32189885912297295,0.7397926558443317
27034,0.00796242645971864,0.6675694787823929
27035,0.24357191620484603,0.35658316796949346
27036,0.21265674137868204,0.6928711595766042
27037,0.6363346876946954,0.8050933175178183
27038,0.024906663427471637,0.029720070095603672
27039,0.7589309707223657,0.9299097760031353
27040,0.16673925959974464,0.145835138116484
27041,0.15605624851130745,0.5836834243104492
27042,0.07821880854792805,0.5481869681170954
27043,0.5831282829361256,0.7845967212671378
27044,0.006354026369692876,0.031149731061104562
27045,0.16512598977566564,0.5074542333424682
27046,0.044888255459333844,0.10805804913252956
27047,0.5401379249072328,0.4170079720895522
27048,0.14025526690949788,0.3656770017286264
27049,0.2433239686353822,0.8801618981044047
27050,0.04283263969634919,0.5530265969870817
27051,0.12528920186672793,0.253882897472037
27052,0.0980995680782938,0.25744440486731013
27053,0.901614347741007,0.9673199354899594
27054,0.03706311881096365,0.06402258543457418
27055,0.11400419596682876,0.8501912537809301
27056,0.014528235604394528,0.03032777933058345
27057,0.026063057990475966,0.030382700808566122
27058,0.8447717619301773,0.8956870234536041
27059,0.057115098042824046,0.20699025165712007
27060,0.026104098258157297,0.4303491976184968
27061,0.0550593556710217,0.33902454605571486
27062,0.0533998587540727,0.5041200372201897
27063,0.0664969627551254,0.5509128842280703
27064,0.21734508354117849,0.4480759085270572
27065,0.06193814435800868,0.38557223836098253
27066,0.04228354323735393,0.589542867151393
27067,0.44814945732249556,0.748952954547262
27068,0.8892665650802692,0.9440636594839931
27069,0.5741628377526777,0.9492599669492612
27070,0.03972512403355602,0.05137310572575965
27071,0.0627404265567696,0.08539863753751378
27072,0.06676480258010228,0.749456122025734
27073,0.02644657728628327,0.8618074820961334
27074,0.03731322761057067,0.2924164708789895
27075,0.7084528896579355,0.8623058348945177
27076,0.5822199505188037,0.7700739522603711
27077,0.02837635274114091,0.09633036339219037
27078,0.27960670633986007,0.8249484859098362
27079,0.31977224065375154,0.9440598836976706
27080,0.06539637814084379,0.2452259729918877
27081,0.018539160795609022,0.6847558536721544
27082,0.2911406052748464,0.4540858350442621
27083,0.05085891427072641,0.24777505347325
27084,0.8501300240103422,0.6879742294085894
27085,0.054151941000143304,0.013117631373994989
27086,0.053232485171375306,0.10109712044506311
27087,0.19663167603983162,0.33257713084552093
27088,0.19116573494753364,0.7155937768677291
27089,0.15130285595216605,0.2898835805252164
27090,0.22659419755260352,0.617520889071192
27091,0.39487694622318237,0.18367019305074342
27092,0.1092037433490737,0.26706337028670496
27093,0.20660039870178237,0.2680363759230358
27094,0.008576857078662856,0.032328841177387234
27095,0.07056429129420784,0.5487482398174561
27096,0.018750403265951877,0.21518847439224553
27097,0.5907804730818547,0.7649196971940901
27098,0.3862877102519895,0.8178980290545177
27099,0.1672893720975991,0.5095612455007108
27100,0.06167322836551913,0.779281099876869
27101,0.07627122626551687,0.6724178678056487
27102,0.09769054825133737,0.8137767791301338
27103,0.023047936172116056,0.057293544218700934
27104,0.29865135710133833,0.5005891280594923
27105,0.06236453175127562,0.40336445587523495
27106,0.6592195004552758,0.902293301332669
27107,0.39414480922943734,0.6780323881723029
27108,0.11331254701517429,0.27152216894240305
27109,0.07858438169290749,0.25110431033837916
27110,0.09179736899545807,0.34244708248755656
27111,0.039447451624161696,0.38422451872484814
27112,0.1727882796269035,0.6247576919214402
27113,0.10376711428454215,0.25206058017202676
27114,0.08585689468301373,0.21186840224122255
27115,0.46691040705096987,0.8638856574708866
27116,0.18479675863547185,0.9295325754400421
27117,0.060479256238010905,0.11882229753843694
27118,0.16658495845001603,0.5621017048042632
27119,0.08427564665664646,0.3129309677708418
27120,0.3497175266988594,0.9855037315115679
27121,0.014357175203788184,0.7219032081837314
27122,0.03790668733529278,0.22945103377399306
27123,0.034767377790008804,0.09689634150827922
27124,0.025599703181511238,0.07205402931163823
27125,0.027345070751134556,0.034504717881644685
27126,0.3346859529093146,0.08740707717398094
27127,0.055928823408569445,0.07490083707816755
27128,0.14034669230387795,0.6688159671230033
27129,0.5732837767569893,0.5643009022223693
27130,0.12483951428653547,0.21656745899403215
27131,0.05104475988755797,0.08397851553104077
27132,0.5076735863174631,0.9321388469700339
27133,0.08708558756418373,0.5866930228041225
27134,0.66608943507488,0.93084024406347
27135,0.18016380567485718,0.5502897656220725
27136,0.08102323300168725,0.5720555569112016
27137,0.06385906298836021,0.2067048839267611
27138,0.1317889243559779,0.5657055204643504
27139,0.09774893566183242,0.08727871784944771
27140,0.902537338715579,0.9520446180350581
27141,0.5391809609116686,0.8414886321886069
27142,0.05421527170221623,0.3212090855431169
27143,0.32660770251038956,0.5078937267141879
27144,0.045557209580980355,0.0485551412032724
27145,0.3552002636412353,0.6966259323034969
27146,0.041539679825194104,0.9244312072149126
27147,0.06597919321096757,0.26312678168330456
27148,0.1903025040724885,0.13718218306757027
27149,0.2991360833695083,0.17174959721728755
27150,0.652621198201753,0.9630199974075373
27151,0.15674987988516587,0.7754267691253776
27152,0.021671720126598792,0.21061026199370184
27153,0.23981707522602697,0.8295032688974939
27154,0.6897440262265554,0.870966686593236
27155,0.15658864911977846,0.6794550677831545
27156,0.013988036195808875,0.37184930457785254
27157,0.00824536420404183,0.4598533129787188
27158,0.0839604013282772,0.40305582316948274
27159,0.04605628566268901,0.1337396063893846
27160,0.22853976640511484,0.20193581239402547
27161,0.4127533863197435,0.5238175516201171
27162,0.12382496748891296,0.9486368583289299
27163,0.556145614975731,0.5057819193449264
27164,0.19086243527172433,0.11764862341662209
27165,0.414968188749514,0.5497644198987516
27166,0.08039973514059201,0.15258784471861775
27167,0.1869421978791209,0.45835860685566726
27168,0.1385909188037673,0.6758842865980095
27169,0.4699579994681866,0.629212910106113
27170,0.3587266047526144,0.8393383149341136
27171,0.036438366459816435,0.35130735990539663
27172,0.057540487968245055,0.8551929963436409
27173,0.21312200325068506,0.53652931112247
27174,0.0817307779453033,0.07850735986735984
27175,0.07799087532546345,0.13795223158914507
27176,0.5668673754138372,0.9578434270350882
27177,0.8329672824015846,0.9451943595670953
27178,0.14816717939887228,0.3814598008172333
27179,0.07710232317554497,0.2610647892475742
27180,0.18773819537746897,0.40323838292205366
27181,0.03336734370738816,0.8110733682486211
27182,0.6362826947942722,0.9238969992173192
27183,0.039026475992277654,0.579292414976557
27184,0.04624038334122576,0.3560672106890207
27185,0.4987549284845697,0.7778077034193532
27186,0.1082540687149161,0.6245482228773839
27187,0.07234312792095832,0.11230624543861287
27188,0.046639231475334636,0.27717447954747937
27189,0.05166449662905245,0.5910475188903337
27190,0.4223354617254684,0.763830388445919
27191,0.12575487752802128,0.9456647754222708
27192,0.49262451943810653,0.7769121047332075
27193,0.015090090203393762,0.06938211866552935
27194,0.07358820697490487,0.3391788753574736
27195,0.020137595668888317,0.09463371103100693
27196,0.368433025039345,0.2491356120823561
27197,0.05869899419431328,0.6516035736127963
27198,0.9427926239509932,0.9887256008774138
27199,0.027698963888357905,0.1367454669401908
27200,0.2894513347124255,0.6534894779142341
27201,0.7520843615255992,0.9212589277804791
27202,0.04842874362217437,0.024493940585664224
27203,0.05530104119343226,0.10678428052179915
27204,0.021036645838668298,0.05318427725605234
27205,0.07267052671678487,0.24174141126172896
27206,0.15455712812173247,0.2569176529384833
27207,0.08455788330735972,0.16953374779150054
27208,0.817480306935971,0.7690170960679055
27209,0.12834298141408798,0.2622190922884656
27210,0.3114659863349717,0.3776387017210308
27211,0.09748686759305193,0.26279618747417094
27212,0.6279713141858988,0.9546350402659642
27213,0.5073588402850583,0.44537860051094913
27214,0.02480205513268381,0.07043733800341614
27215,0.17826718883270473,0.8515051740739163
27216,0.11036883610536367,0.8954893746216634
27217,0.11294672081585344,0.16761207663795424
27218,0.7334253004210498,0.9628905854205134
27219,0.4986681461865583,0.6887409389385444
27220,0.09928155356738995,0.44408888336269053
27221,0.2057871460094254,0.6366611214541543
27222,0.21979950629207345,0.6283626085878824
27223,0.051963759341515044,0.7201417614860536
27224,0.2027638923786146,0.7036435357047295
27225,0.18521161037360323,0.2689057972954737
27226,0.01940726035195492,0.27412024948584585
27227,0.1361118560343479,0.41503288640721175
27228,0.5010098697811832,0.8322286671883915
27229,0.6670243335188619,0.9088007130369022
27230,0.22768819361766388,0.9756611751242886
27231,0.42749725202927624,0.7841671470891984
27232,0.10587915163279187,0.5158485629174412
27233,0.2555626391701374,0.16679461385280658
27234,0.03886547840044305,0.029643955254545842
27235,0.9033602384109117,0.9570339730208294
27236,0.1154717116384578,0.9350405455506839
27237,0.1906220965562143,0.6117717922908332
27238,0.30998227654307753,0.761980374469952
27239,0.5434428974380174,0.25267944312629337
27240,0.14076180814957187,0.4534385641573976
27241,0.08560739342145723,0.21531100965953542
27242,0.1082224045338221,0.4595426596998024
27243,0.03332360835398717,0.06954552952700413
27244,0.03339752912629635,0.08984618574048799
27245,0.14287662983520563,0.5156773157321245
27246,0.8059244285088145,0.9487954887207577
27247,0.17287385352733686,0.9305997556711766
27248,0.1023356693169397,0.5124126228562197
27249,0.1124877231482927,0.650541407145489
27250,0.10100943600060201,0.2667115649056166
27251,0.08919725992951523,0.306548044918836
27252,0.328574440460438,0.5894179539006335
27253,0.08406700273886013,0.9223577419596282
27254,0.899812000465424,0.9706984305802071
27255,0.13239688548699444,0.323136738706566
27256,0.5659084075347682,0.9533000303842606
27257,0.4606007743188981,0.4725729222025166
27258,0.4773015573399689,0.8259425335042393
27259,0.5360851376255527,0.9244943034216277
27260,0.12948411604850357,0.43208424373288534
27261,0.12277870264020375,0.6747389538261019
27262,0.20980132975877785,0.5684656394958583
27263,0.03804295675245488,0.0638947219870304
27264,0.06612311875444762,0.07764398507560931
27265,0.026291182783594207,0.18255635526994998
27266,0.16457313556092612,0.2814665445105978
27267,0.13445384423298748,0.7887902354075583
27268,0.02016242638931361,0.19968432459814256
27269,0.7213781187072726,0.35002283837657794
27270,0.024615891090806113,0.09912721571631845
27271,0.06326929921516461,0.31556224850393105
27272,0.010932033769868423,0.39272189665193324
27273,0.04405858287503224,0.15832452321300527
27274,0.12834093689626627,0.5156612078154842
27275,0.1329606180278745,0.3804824074543601
27276,0.009332131858334695,0.09256186460945826
27277,0.04844015493727772,0.821929681210415
27278,0.1415613388899663,0.3286848696709002
27279,0.10516199053722973,0.2937083168567268
27280,0.23965507166100686,0.33579828354709423
27281,0.07140089368640237,0.33071354600699754
27282,0.07704812134946616,0.8992362930393599
27283,0.004319757354317035,0.017213757072087194
27284,0.17307158489884295,0.2567530348041902
27285,0.09541863679715804,0.4580131663473519
27286,0.08459722616617428,0.24115907051193788
27287,0.2634200427054767,0.6575254214432711
27288,0.564370513919567,0.8082812530409613
27289,0.3198777741319822,0.3851859933473296
27290,0.017253327737448466,0.06944980499150338
27291,0.7540044702563389,0.832217723624185
27292,0.05616662475166331,0.6596967666893471
27293,0.1247792228315627,0.9699969844864251
27294,0.0173831268649818,0.042302489615157764
27295,0.24791273449119694,0.8544196142128954
27296,0.06712367871927512,0.7804084566726567
27297,0.060487607782713275,0.7314774046811457
27298,0.08320977233496545,0.26634151223567354
27299,0.3029862760450458,0.7648455700376986
27300,0.177101169132498,0.9677073230560213
27301,0.003551544056127507,0.022988177747792774
27302,0.1199488652368051,0.4553973202298523
27303,0.019787430743160223,0.07539581225464165
27304,0.093196354030464,0.7853233977559191
27305,0.03376393112746448,0.04144359021712203
27306,0.22294898843908942,0.5933902280319857
27307,0.5579393918927277,0.7617229442053315
27308,0.06448477549017015,0.15584971137938355
27309,0.5433342041292787,0.9679857062236449
27310,0.050899332710048796,0.12927477119457897
27311,0.1664507756888427,0.10154115490444661
27312,0.054641541622816855,0.3115941404172909
27313,0.06850679703783884,0.14505537889764836
27314,0.0326504685960711,0.08784182462899381
27315,0.11562629789897855,0.29655027598843153
27316,0.320940353739456,0.8003350184992163
27317,0.06218711393314952,0.13389762841350084
27318,0.2974389678034955,0.33895331179004856
27319,0.40685374220086046,0.8916855219987135
27320,0.40468233769921375,0.6830271729576499
27321,0.035522857346386744,0.534667763740337
27322,0.5894394166550552,0.42743681094004377
27323,0.07801640171634999,0.6182920520350873
27324,0.26737926071677176,0.5559959598589452
27325,0.7777657030025662,0.945287485032491
27326,0.1116767091027495,0.5698392674355871
27327,0.13745013249964358,0.3964879305778894
27328,0.21994490032504893,0.5076072132734898
27329,0.09930959734764286,0.3092327257613259
27330,0.014182370433914597,0.4929846820972802
27331,0.09084586641048219,0.20326794321424485
27332,0.19056434639097672,0.9576266319987846
27333,0.6309332722852801,0.7327792009427305
27334,0.05546845960490439,0.04180148587919422
27335,0.2607853526822194,0.11791946787644049
27336,0.07045534921743607,0.14864688707359167
27337,0.20705569814363758,0.6169241699962282
27338,0.20593576861515606,0.4573437190042239
27339,0.26466108626458995,0.3684219958231135
27340,0.019595204202832384,0.19588593401076768
27341,0.1964851659609521,0.7006979655094787
27342,0.027358384431971448,0.6155580119960248
27343,0.05705154647331711,0.13962766762108422
27344,0.33659204588960595,0.5496214535842667
27345,0.0671898468155461,0.35570469868104193
27346,0.8550139431026504,0.9704016804112255
27347,0.7902322100816871,0.9550187336847346
27348,0.09176487978401929,0.31232004203010916
27349,0.06135988791686416,0.21663670664911863
27350,0.22989397732904698,0.9474617474096216
27351,0.858856689767652,0.9096474786856968
27352,0.12215901975613207,0.39231378533276495
27353,0.01015071981132175,0.09394395390035164
27354,0.15383959383792284,0.6650501300748426
27355,0.25884815280305334,0.4550605780356308
27356,0.18201240845979788,0.38462378097121097
27357,0.14723594754924893,0.3715184395840121
27358,0.2321227971635939,0.7540946875051646
27359,0.35338377132440923,0.813733125694958
27360,0.11871494934851719,0.5038797470153679
27361,0.04583685890954183,0.9349601583048274
27362,0.2235983447670261,0.4417248996968153
27363,0.14458025879918324,0.272551803416474
27364,0.06888789379531185,0.45835033988118745
27365,0.3790615291910354,0.6845126209780983
27366,0.4762269056970099,0.5956242092785836
27367,0.24724794564538963,0.4509615827054117
27368,0.10956043984791497,0.493778885683783
27369,0.04788616982759373,0.04888966975007055
27370,0.019728773096171284,0.8029152425417866
27371,0.22059399727776868,0.48183973646774153
27372,0.0844241745035406,0.23484281816329866
27373,0.7647263947862976,0.7448195797353695
